DISTRICT,DATE,POLLULLANT,TYPE,URBAN_AREA,RATIO,ID,Status,MEAN
HORTA - GUINARDÓ,2023-10-06,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,26.333333333333332
SARRIÀ - SANT GERVASI,2023-10-06,PM10,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,31.0
NOU BARRIS - SANT ANDREU,2023-10-06,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Regular,48.791666666666664
LES CORTS,2023-10-06,NOX,background,urban,GREEN_AREA_Q2,Low,Good,19.960951508333334
GRÀCIA,2023-10-06,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,8.416666666666666
CIUTAT VELLA,2023-10-06,NO,background,urban,GREEN_AREA_Q3,Low,Good,4.458333333333333
EIXAMPLE,2023-10-06,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,10.75
EIXAMPLE,2023-10-06,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,2.0416666666666665
SANT MARTÍ,2023-10-06,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,6.291666666666667
HORTA - GUINARDÓ,2023-10-06,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,24.208333333333332
SANTS - MONTJUÏC,2023-10-06,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,20.125
EIXAMPLE,2023-10-06,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,39.25
HORTA - GUINARDÓ,2023-10-06,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.3333333333333333
CIUTAT VELLA,2023-10-06,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,23.125
SANT MARTÍ,2023-10-06,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,29.416666666666668
SARRIÀ - SANT GERVASI,2023-10-06,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,16.041666666666668
LES CORTS,2023-10-06,O3,background,urban,GREEN_AREA_Q2,Low,Regular,71.33595150833332
GRÀCIA,2023-10-06,NOX,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,55.208333333333336
EIXAMPLE,2023-10-06,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,53.25
LES CORTS,2023-10-06,SO2,background,urban,GREEN_AREA_Q2,Low,Good,2.6172015083333333
NOU BARRIS - SANT ANDREU,2023-10-06,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,31.5
HORTA - GUINARDÓ,2023-10-06,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,225.0
CIUTAT VELLA,2023-10-06,NOX,background,urban,GREEN_AREA_Q3,Low,Reasonably good,29.083333333333332
EIXAMPLE,2023-10-06,PM2.5,traffic,urban,GREEN_AREA_Q1,Moderate,Very unfavorable,22.0
LES CORTS,2023-10-06,NO,background,urban,GREEN_AREA_Q2,Low,Good,2.898451508333333
SARRIÀ - SANT GERVASI,2023-10-06,NO,background,suburban,GREEN_AREA_Q1,Low,Good,5.75
LES CORTS,2023-10-06,CO,background,urban,GREEN_AREA_Q2,Low,Good,850.0140083333332
HORTA - GUINARDÓ,2023-10-06,PM10,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,32.041666666666664
EIXAMPLE,2023-10-06,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,354.1666666666667
HORTA - GUINARDÓ,2023-10-06,O3,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,68.875
EIXAMPLE,2023-10-06,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,38.125
SANTS - MONTJUÏC,2023-10-06,NOX,background,urban,GREEN_AREA_Q2,High,Reasonably good,22.333333333333332
SANT MARTÍ,2023-10-06,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,21.125
GRÀCIA,2023-10-06,NO2,traffic,urban,GREEN_AREA_Q4,Low,Regular,42.25
SARRIÀ - SANT GERVASI,2023-10-06,O3,background,suburban,GREEN_AREA_Q1,Low,Unfavorable,83.83333333333333
SANTS - MONTJUÏC,2023-10-06,NO,background,urban,GREEN_AREA_Q2,High,Good,1.9166666666666667
SANT MARTÍ,2023-10-06,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,33.916666666666664
GRÀCIA,2023-10-06,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,52.583333333333336
GRÀCIA,2023-10-05,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,1.6666666666666667
HORTA - GUINARDÓ,2023-10-05,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,23.375
SANTS - MONTJUÏC,2023-10-05,NOX,background,urban,GREEN_AREA_Q2,High,Reasonably good,30.833333333333332
LES CORTS,2023-10-05,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,20.666666666666668
GRÀCIA,2023-10-05,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,262.5
CIUTAT VELLA,2023-10-05,O3,background,urban,GREEN_AREA_Q3,Low,Good,37.708333333333336
LES CORTS,2023-10-05,CO,background,urban,GREEN_AREA_Q2,Low,Good,254.16666666666666
LES CORTS,2023-10-05,SO2,background,urban,GREEN_AREA_Q2,Low,Good,2.0
CIUTAT VELLA,2023-10-05,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,29.583333333333332
GRÀCIA,2023-10-05,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,9.541666666666666
GRÀCIA,2023-10-05,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,25.791666666666668
HORTA - GUINARDÓ,2023-10-05,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,4.166666666666667
SANT MARTÍ,2023-10-05,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,32.333333333333336
LES CORTS,2023-10-05,PM10,background,urban,GREEN_AREA_Q2,Low,Good,17.375
SANTS - MONTJUÏC,2023-10-05,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,23.0
SARRIÀ - SANT GERVASI,2023-10-05,PM10,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,22.375
HORTA - GUINARDÓ,2023-10-05,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,250.0
EIXAMPLE,2023-10-05,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,35.833333333333336
HORTA - GUINARDÓ,2023-10-05,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.0
SARRIÀ - SANT GERVASI,2023-10-05,O3,background,suburban,GREEN_AREA_Q1,Low,Regular,79.375
SANT MARTÍ,2023-10-05,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,7.208333333333333
NOU BARRIS - SANT ANDREU,2023-10-05,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,15.25
GRÀCIA,2023-10-05,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,30.541666666666668
LES CORTS,2023-10-05,PM2.5,background,urban,GREEN_AREA_Q2,Low,Regular,11.75
EIXAMPLE,2023-10-05,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,17.625
SARRIÀ - SANT GERVASI,2023-10-05,NOX,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,22.958333333333332
LES CORTS,2023-10-05,NOX,background,urban,GREEN_AREA_Q2,Low,Reasonably good,27.583333333333332
SARRIÀ - SANT GERVASI,2023-10-05,NO,background,suburban,GREEN_AREA_Q1,Low,Good,6.708333333333333
HORTA - GUINARDÓ,2023-10-05,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,55.791666666666664
HORTA - GUINARDÓ,2023-10-05,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,29.291666666666668
SANT MARTÍ,2023-10-05,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,22.125
EIXAMPLE,2023-10-05,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,29.0
EIXAMPLE,2023-10-05,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,46.791666666666664
NOU BARRIS - SANT ANDREU,2023-10-05,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Unfavorable,52.416666666666664
NOU BARRIS - SANT ANDREU,2023-10-05,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,29.208333333333332
LES CORTS,2023-10-05,O3,background,urban,GREEN_AREA_Q2,Low,Good,52.708333333333336
LES CORTS,2023-10-05,NO,background,urban,GREEN_AREA_Q2,Low,Good,4.416666666666667
GRÀCIA,2023-10-05,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,52.791666666666664
CIUTAT VELLA,2023-10-05,NOX,background,urban,GREEN_AREA_Q3,Low,Reasonably good,38.208333333333336
EIXAMPLE,2023-10-05,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,491.6666666666667
HORTA - GUINARDÓ,2023-10-05,PM10,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,25.5
GRÀCIA,2023-10-05,NOX,traffic,urban,GREEN_AREA_Q4,Low,Regular,45.166666666666664
CIUTAT VELLA,2023-10-05,NO,background,urban,GREEN_AREA_Q3,Low,Good,6.041666666666667
EIXAMPLE,2023-10-05,PM2.5,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,14.208333333333334
SANTS - MONTJUÏC,2023-10-05,NO,background,urban,GREEN_AREA_Q2,High,Good,5.666666666666667
SANT MARTÍ,2023-10-05,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,33.0
SARRIÀ - SANT GERVASI,2023-10-05,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,13.208333333333334
EIXAMPLE,2023-10-05,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,2.7083333333333335
CIUTAT VELLA,2023-10-04,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,22.458333333333332
HORTA - GUINARDÓ,2023-10-04,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,212.5
SANTS - MONTJUÏC,2023-10-04,NO,background,urban,GREEN_AREA_Q2,High,Good,1.375
SANT MARTÍ,2023-10-04,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,29.416666666666668
LES CORTS,2023-10-04,NO,background,urban,GREEN_AREA_Q2,Low,Good,1.8333333333333333
SANTS - MONTJUÏC,2023-10-04,NOX,background,urban,GREEN_AREA_Q2,High,Good,15.208333333333334
HORTA - GUINARDÓ,2023-10-04,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.375
CIUTAT VELLA,2023-10-04,NOX,background,urban,GREEN_AREA_Q3,Low,Reasonably good,26.541666666666668
EIXAMPLE,2023-10-04,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,2.0202109768115943
GRÀCIA,2023-10-04,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,4.041666666666667
LES CORTS,2023-10-04,SO2,background,urban,GREEN_AREA_Q2,Low,Good,2.125
EIXAMPLE,2023-10-04,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,57.48760228115941
LES CORTS,2023-10-04,O3,background,urban,GREEN_AREA_Q2,Low,Regular,70.25
HORTA - GUINARDÓ,2023-10-04,O3,background,urban,GREEN_AREA_Q1,Moderate,Regular,72.0
SARRIÀ - SANT GERVASI,2023-10-04,NO,background,suburban,GREEN_AREA_Q1,Low,Good,4.875
GRÀCIA,2023-10-04,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,21.75
HORTA - GUINARDÓ,2023-10-04,NO2,background,urban,GREEN_AREA_Q1,Moderate,Good,13.166666666666666
HORTA - GUINARDÓ,2023-10-04,NOX,background,urban,GREEN_AREA_Q1,Moderate,Good,14.291666666666666
EIXAMPLE,2023-10-04,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,20.94955880289855
EIXAMPLE,2023-10-04,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,32.083333333333336
GRÀCIA,2023-10-04,O3,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,62.458333333333336
SANT MARTÍ,2023-10-04,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,34.583333333333336
NOU BARRIS - SANT ANDREU,2023-10-04,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,30.583333333333332
SANT MARTÍ,2023-10-04,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,23.458333333333332
GRÀCIA,2023-10-04,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,212.5
SARRIÀ - SANT GERVASI,2023-10-04,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,5.625
SARRIÀ - SANT GERVASI,2023-10-04,PM10,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,22.333333333333332
NOU BARRIS - SANT ANDREU,2023-10-04,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,4.875
EIXAMPLE,2023-10-04,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,807.1674985507246
HORTA - GUINARDÓ,2023-10-04,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,1.2083333333333333
GRÀCIA,2023-10-04,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,1.8333333333333333
LES CORTS,2023-10-04,NO2,background,urban,GREEN_AREA_Q2,Low,Good,11.166666666666666
GRÀCIA,2023-10-04,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,29.0
CIUTAT VELLA,2023-10-04,O3,background,urban,GREEN_AREA_Q3,Low,Good,58.958333333333336
SARRIÀ - SANT GERVASI,2023-10-04,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,12.916666666666666
SARRIÀ - SANT GERVASI,2023-10-04,O3,background,suburban,GREEN_AREA_Q1,Low,Unfavorable,85.16666666666667
EIXAMPLE,2023-10-04,PM2.5,traffic,urban,GREEN_AREA_Q1,Moderate,Regular,11.875
CIUTAT VELLA,2023-10-04,NO,background,urban,GREEN_AREA_Q3,Low,Good,3.25
EIXAMPLE,2023-10-04,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,5.297384889855072
SANT MARTÍ,2023-10-04,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,4.5
GRÀCIA,2023-10-04,NOX,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,27.875
LES CORTS,2023-10-04,NOX,background,urban,GREEN_AREA_Q2,Low,Good,13.916666666666666
NOU BARRIS - SANT ANDREU,2023-10-04,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,23.208333333333332
LES CORTS,2023-10-04,PM2.5,background,urban,GREEN_AREA_Q2,Low,Reasonably good,9.5
HORTA - GUINARDÓ,2023-10-04,PM10,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,27.75
LES CORTS,2023-10-04,CO,background,urban,GREEN_AREA_Q2,Low,Good,241.66666666666666
SANTS - MONTJUÏC,2023-10-04,NO2,background,urban,GREEN_AREA_Q2,High,Good,13.833333333333334
LES CORTS,2023-10-04,PM10,background,urban,GREEN_AREA_Q2,Low,Good,18.125
HORTA - GUINARDÓ,2023-10-03,NO2,background,urban,GREEN_AREA_Q1,Moderate,Good,14.013406831770832
SARRIÀ - SANT GERVASI,2023-10-03,O3,background,suburban,GREEN_AREA_Q1,Low,Unfavorable,89.25
SARRIÀ - SANT GERVASI,2023-10-03,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,14.75
SANTS - MONTJUÏC,2023-10-03,NOX,background,urban,GREEN_AREA_Q2,High,Reasonably good,20.166666666666668
HORTA - GUINARDÓ,2023-10-03,O3,background,urban,GREEN_AREA_Q1,Moderate,Regular,70.07858037233333
EIXAMPLE,2023-10-03,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,55.833333333333336
GRÀCIA,2023-10-03,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,27.484073353623188
GRÀCIA,2023-10-03,PM10,traffic,urban,GREEN_AREA_Q4,Low,Good,17.37562050952381
SANT MARTÍ,2023-10-03,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,23.0
LES CORTS,2023-10-03,PM10,background,urban,GREEN_AREA_Q2,Low,Good,12.5
HORTA - GUINARDÓ,2023-10-03,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,801.0803723333332
EIXAMPLE,2023-10-03,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,31.708333333333332
LES CORTS,2023-10-03,O3,background,urban,GREEN_AREA_Q2,Low,Reasonably good,62.75
LES CORTS,2023-10-03,PM2.5,background,urban,GREEN_AREA_Q2,Low,Reasonably good,8.416666666666666
GRÀCIA,2023-10-03,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,6.451464657971015
LES CORTS,2023-10-03,NO2,background,urban,GREEN_AREA_Q2,Low,Good,15.041666666666666
SANTS - MONTJUÏC,2023-10-03,NO2,background,urban,GREEN_AREA_Q2,High,Good,18.125
SANT MARTÍ,2023-10-03,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,7.5
EIXAMPLE,2023-10-03,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,9.416666666666666
NOU BARRIS - SANT ANDREU,2023-10-03,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Regular,41.0
EIXAMPLE,2023-10-03,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Good,19.166666666666668
SARRIÀ - SANT GERVASI,2023-10-03,NO,background,suburban,GREEN_AREA_Q1,Low,Good,5.083333333333333
NOU BARRIS - SANT ANDREU,2023-10-03,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,24.666666666666668
EIXAMPLE,2023-10-03,PM2.5,traffic,urban,GREEN_AREA_Q1,Moderate,Regular,10.916666666666666
CIUTAT VELLA,2023-10-03,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,21.25
SANT MARTÍ,2023-10-03,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Good,19.541666666666668
EIXAMPLE,2023-10-03,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.3333333333333333
SARRIÀ - SANT GERVASI,2023-10-03,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,7.208333333333333
HORTA - GUINARDÓ,2023-10-03,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.9196568317708333
LES CORTS,2023-10-03,NO,background,urban,GREEN_AREA_Q2,Low,Good,2.5416666666666665
CIUTAT VELLA,2023-10-03,O3,background,urban,GREEN_AREA_Q3,Low,Good,44.0
GRÀCIA,2023-10-03,NOX,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,35.994942918840586
NOU BARRIS - SANT ANDREU,2023-10-03,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,10.666666666666666
HORTA - GUINARDÓ,2023-10-03,NOX,background,urban,GREEN_AREA_Q1,Moderate,Good,15.325906831770832
EIXAMPLE,2023-10-03,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,391.6666666666667
LES CORTS,2023-10-03,SO2,background,urban,GREEN_AREA_Q2,Low,Good,1.9583333333333333
CIUTAT VELLA,2023-10-03,NOX,background,urban,GREEN_AREA_Q3,Low,Reasonably good,29.666666666666668
CIUTAT VELLA,2023-10-03,NO,background,urban,GREEN_AREA_Q3,Low,Good,6.208333333333333
GRÀCIA,2023-10-03,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,992.7690057971014
GRÀCIA,2023-10-03,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,59.81559509275362
SANT MARTÍ,2023-10-03,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,30.166666666666668
LES CORTS,2023-10-03,CO,background,urban,GREEN_AREA_Q2,Low,Good,208.33333333333334
SARRIÀ - SANT GERVASI,2023-10-03,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,17.958333333333332
SANTS - MONTJUÏC,2023-10-03,NO,background,urban,GREEN_AREA_Q2,High,Good,2.0833333333333335
HORTA - GUINARDÓ,2023-10-03,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,2.247781831770833
GRÀCIA,2023-10-03,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,3.1253777014492754
LES CORTS,2023-10-03,NOX,background,urban,GREEN_AREA_Q2,Low,Good,18.958333333333332
LES CORTS,2023-10-02,NO,background,urban,GREEN_AREA_Q2,Low,Good,1.7083333333333333
LES CORTS,2023-10-02,SO2,background,urban,GREEN_AREA_Q2,Low,Good,1.9583333333333333
EIXAMPLE,2023-10-02,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,59.541666666666664
LES CORTS,2023-10-02,PM2.5,background,urban,GREEN_AREA_Q2,Low,Regular,11.208333333333334
SANTS - MONTJUÏC,2023-10-02,NOX,background,urban,GREEN_AREA_Q2,High,Good,16.0
SANT MARTÍ,2023-10-02,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,2.625
GRÀCIA,2023-10-02,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,6.833333333333333
EIXAMPLE,2023-10-02,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,13.041666666666666
SANT MARTÍ,2023-10-02,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,22.0
EIXAMPLE,2023-10-02,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,38.125
SARRIÀ - SANT GERVASI,2023-10-02,NO,background,suburban,GREEN_AREA_Q1,Low,Good,5.716366288020834
NOU BARRIS - SANT ANDREU,2023-10-02,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,9.625
HORTA - GUINARDÓ,2023-10-02,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,24.25
HORTA - GUINARDÓ,2023-10-02,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.0833333333333333
GRÀCIA,2023-10-02,NOX,traffic,urban,GREEN_AREA_Q4,Low,Regular,41.083333333333336
CIUTAT VELLA,2023-10-02,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,25.583333333333332
LES CORTS,2023-10-02,O3,background,urban,GREEN_AREA_Q2,Low,Regular,70.04166666666667
NOU BARRIS - SANT ANDREU,2023-10-02,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Regular,45.208333333333336
NOU BARRIS - SANT ANDREU,2023-10-02,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,30.75
SANTS - MONTJUÏC,2023-10-02,NO2,background,urban,GREEN_AREA_Q2,High,Good,15.291666666666666
HORTA - GUINARDÓ,2023-10-02,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,241.66666666666666
GRÀCIA,2023-10-02,O3,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,63.875
LES CORTS,2023-10-02,NO2,background,urban,GREEN_AREA_Q2,Low,Good,15.041666666666666
EIXAMPLE,2023-10-02,PM2.5,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,14.458333333333334
SARRIÀ - SANT GERVASI,2023-10-02,O3,background,suburban,GREEN_AREA_Q1,Low,Unfavorable,87.43347442433333
GRÀCIA,2023-10-02,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,254.16666666666666
SANTS - MONTJUÏC,2023-10-02,NO,background,urban,GREEN_AREA_Q2,High,Good,1.25
LES CORTS,2023-10-02,PM10,background,urban,GREEN_AREA_Q2,Low,Good,16.583333333333332
SARRIÀ - SANT GERVASI,2023-10-02,PM10,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,25.387408658333328
SANT MARTÍ,2023-10-02,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,24.625
CIUTAT VELLA,2023-10-02,NOX,background,urban,GREEN_AREA_Q3,Low,Reasonably good,28.375
HORTA - GUINARDÓ,2023-10-02,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,21.708333333333332
LES CORTS,2023-10-02,CO,background,urban,GREEN_AREA_Q2,Low,Good,200.0
CIUTAT VELLA,2023-10-02,O3,background,urban,GREEN_AREA_Q3,Low,Good,48.25
GRÀCIA,2023-10-02,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,30.625
HORTA - GUINARDÓ,2023-10-02,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,58.083333333333336
HORTA - GUINARDÓ,2023-10-02,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,1.9583333333333333
EIXAMPLE,2023-10-02,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,26.875
EIXAMPLE,2023-10-02,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.7916666666666667
GRÀCIA,2023-10-02,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,23.25
EIXAMPLE,2023-10-02,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,454.1666666666667
SARRIÀ - SANT GERVASI,2023-10-02,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,15.419491288020831
GRÀCIA,2023-10-02,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,3.0833333333333335
CIUTAT VELLA,2023-10-02,NO,background,urban,GREEN_AREA_Q3,Low,Good,2.3333333333333335
LES CORTS,2023-10-02,NOX,background,urban,GREEN_AREA_Q2,Low,Good,17.958333333333332
SANT MARTÍ,2023-10-02,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,25.708333333333332
SARRIÀ - SANT GERVASI,2023-10-02,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,12.653866288020831
SANTS - MONTJUÏC,2023-10-01,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,22.291666666666668
LES CORTS,2023-10-01,CO,background,urban,GREEN_AREA_Q2,Low,Good,225.0
SARRIÀ - SANT GERVASI,2023-10-01,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.0
HORTA - GUINARDÓ,2023-10-01,O3,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,66.08333333333333
CIUTAT VELLA,2023-10-01,NO,background,urban,GREEN_AREA_Q3,Low,Good,2.75
CIUTAT VELLA,2023-10-01,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,21.666666666666668
SANTS - MONTJUÏC,2023-10-01,NO,background,urban,GREEN_AREA_Q2,High,Good,1.5416666666666667
CIUTAT VELLA,2023-10-01,O3,background,urban,GREEN_AREA_Q3,Low,Good,56.041666666666664
EIXAMPLE,2023-10-01,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,54.875
SARRIÀ - SANT GERVASI,2023-10-01,O3,background,suburban,GREEN_AREA_Q1,Low,Very unfavorable,99.25
LES CORTS,2023-10-01,NO2,background,urban,GREEN_AREA_Q2,Low,Good,15.708333333333334
GRÀCIA,2023-10-01,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,24.958333333333332
HORTA - GUINARDÓ,2023-10-01,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,23.625
GRÀCIA,2023-10-01,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,25.916666666666668
GRÀCIA,2023-10-01,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,6.041666666666667
HORTA - GUINARDÓ,2023-10-01,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.4166666666666667
SANTS - MONTJUÏC,2023-10-01,NOX,background,urban,GREEN_AREA_Q2,High,Reasonably good,23.708333333333332
NOU BARRIS - SANT ANDREU,2023-10-01,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,5.291666666666667
SARRIÀ - SANT GERVASI,2023-10-01,PM10,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,21.291666666666668
LES CORTS,2023-10-01,NO,background,urban,GREEN_AREA_Q2,Low,Good,1.4583333333333333
LES CORTS,2023-10-01,PM2.5,background,urban,GREEN_AREA_Q2,Low,Reasonably good,9.25
